kod,pozycja
1002533,3807
1002534,3808
1002535,3809
1002536,3810
1002537,3811
1002538,3812
1002539,3813
1002540,3814
1002541,2358
1002542,3815
1002543,3816
1002544,3817
1002545,2359
1002546,3818
1002547,3819
1002548,3820
1002549,3821
1002550,3822
1002551,3823
1002552,3824
1002553,3825
1002554,3826
1002555,3827
1002556,3828
1002557,2220
1002558,3829
1002559,3830
1002560,3831
1002561,3832
1002562,3833
1002563,3834
1002564,3835
1002565,3836
1002566,3837
1002567,3838
1002568,3839
1002569,3840
1002570,3841
1002571,3842
1002572,3843
1002573,3844
1002574,3845
1002575,3846
1002576,3847
1002577,3848
1002578,3849
1002579,3850
1002580,3851
1002581,3852
1002582,3853
1002583,3854
1002584,3855
1002585,3856
1002586,3857
1002587,3858
1002588,3859
1002589,3860
1002590,3861
1002591,3862
1002592,3863
1002593,3864
1002594,3865
1002595,3866
1002596,3867
1002597,3868
1002598,3869
1002599,3870
1002600,2230
1002601,3871
1002602,3872
1002603,3873
1002604,2336
1002605,3874
1002606,3875
1002607,3876
1002608,2337
1002609,3877
1002610,3878
1002611,3879
1002612,3880
1002613,3881
1002614,3882
1002615,3883
1002616,2175
1002617,3884
1002618,3885
1002619,3886
1002620,3887
1002621,3888
1002622,3889
1002623,3890
1002624,3891
1002625,3892
1002626,3893
1002627,3894
1002628,3895
1002629,3896
1002630,3897
1002631,2176
1002632,3898
1002633,3899
1002634,3900
1002635,3901
1002636,3902
1002637,3903
1002638,3904
1002639,3905
1002640,3906
1002641,3907
1002642,3908
1002643,3909
1002644,3910
1002645,3911
1002646,3912
1002647,3913
1002648,3914
1002649,3915
1002650,3916
1002651,3917
1002652,3918
1002653,3919
1002654,3920
1002655,3921
1002656,3922
1002657,3923
1002658,3924
1002659,3925
1002660,3926
1002661,3927
1002662,3928
1002663,3929
1002664,3930
1002665,3931
1002666,3932
1002667,3933
1002668,3934
1002669,3935
1002670,3936
1002671,3937
1002672,3938
1002673,3939
1002674,3940
1002675,3941
1002676,3942
1002677,3943
1002678,3944
1002679,3945
1002680,3946
1002681,3947
1002682,3948
1002683,3949
1002684,3950
1002685,3951
1002686,3952
1002687,3953
1002688,3954
1002689,2313
1002690,2338
1002691,3955
1002692,3956
1002693,3957
1002694,3958
1002695,3959
1002696,3960
1002697,3961
1002698,3962
1002699,3963
1002700,3964
1002701,2339
1002702,2340
1002703,3965
1002704,3966
1002705,3967
1002706,3968
1002707,3969
1002708,3970
1002709,3971
1002710,3972
1002711,3973
1002712,3974
1002713,3975
1002714,3976
1002715,3977
1002716,2341
1002717,3978
1002718,3979
1002719,3980
1002720,3981
1002721,3982
1002722,3983
1002723,3984
1002724,3985
1002725,3986
1002726,3987
1002727,3988
1002728,3989
1002729,3990
1002730,3991
1002731,3992
1002732,3993
1002733,1018
1002734,3994
1002735,3995
1002736,3996
1002737,3997
1002738,3998
1002739,3999
1002740,4000
1002741,4001
1002742,4002
1002743,4003
1002744,4004
1002745,4005
1002746,4006
1002747,4007
1002748,4008
1002749,4009
1002750,4010
1002751,4011
1002752,4012
1002753,1038
1002754,4013
1002755,4014
1002756,4015
1002757,4016
1002758,4017
1002759,4018
1002760,4019
1002761,4020
1002762,4021
1002763,4022
1002764,4023
1002765,4024
1002766,4025
1002767,4026
1002768,4027
1002769,4028
1002770,4029
1002771,4030
1002772,2258
1002773,4031
1002774,4032
1002775,4033
1002776,4034
1002777,4035
1002778,4036
1002779,4037
1002780,4038
1002781,4039
1002782,4040
1002783,4041
1002784,4042
1002785,4043
1002786,4044
1002787,4045
1002788,4046
1002789,4047
1002790,4048
1002791,4049
1002792,4050
1002793,4051
1002794,4052
1002795,4053
1002796,4054
1002797,4055
1002798,4056
1002799,2321
1002800,4057
1002801,4058
1002802,4059
1002803,4060
1002804,4061
1002805,4062
1002806,4063
1002807,4064
1002808,4065
1002809,4066
1002810,4067
1002811,4068
1002812,4069
1002813,2206
1002814,4070
1002815,4071
1002816,4072
1002817,4073
1002818,4074
1002819,2177
1002820,4075
1002821,4076
1002822,4077
1002823,4078
1002824,4079
1002825,4080
1002826,4081
1002827,4082
1002828,1010
1002829,4083
1002830,4084
1002831,4085
1002832,4086
1002833,4087
1002834,4088
1002835,1011
1002836,4089
1002837,4090
1002838,4091
1002839,4092
1002840,4093
1002841,4094
1002842,4095
1002843,4096
1002844,4097
1002845,4098
1002846,4099
1002847,4100
1002848,4101
1002849,4102
1002850,4103
1002851,4104
1002852,4105
1002853,4106
1002854,4107
1002855,4108
1002856,2406
1002857,2221
1002858,4109
1002859,4110
1002860,4111
1002861,4112
1002862,4113
1002863,4114
1002864,4115
1002865,4116
1002866,4117
1002867,4118
1002868,4119
1002869,4120
1002870,2314
1002871,4121
1002872,4122
1002873,4123
1002874,4124
1002875,4125
1002876,4126
1002877,4127
1002878,4128
1002879,4129
1002880,4130
1002881,2265
1002882,4131
1002883,4132
1002884,4133
1002885,4134
1002886,4135
1002887,4136
1002888,4137
1002889,4138
1002890,4139
1002891,4140
1002892,4141
1002893,4142
1002894,4143
1002895,1033
1002896,1034
1002897,4144
1002898,4145
1002899,4146
1002900,4147
1002901,4148
1002902,2315
1002903,4149
1002904,4150
1002905,4151
1002906,4152
1002907,4153
1002908,4154
1002909,4155
1002910,4156
1002911,4157
1002912,4158
1002913,4159
1002914,4160
1002915,4161
1002916,4162
1002917,4163
1002918,4164
1002919,4165
1002920,4166
1002921,4167
1002922,4168
1002923,4169
1002924,4170
1002925,4171
1002926,4172
1002927,4173
1002928,4174
1002929,4175
1002930,4176
1002931,4177
1002932,4178
1002933,4179
1002934,4180
1002935,4181
1002936,4182
1002937,4183
1002938,4184
1002939,4185
1002940,4186
1002941,4187
1002942,4188
1002943,4189
1002944,4190
1002945,4191
1002946,4192
1002947,4193
1002948,4194
1002949,4195
1002950,4196
1002951,4197
1002952,4198
1002953,4199
1002954,4200
1002955,4201
1002956,4202
1002957,4203
1002958,4204
1002959,2285
1002960,4205
1002961,4206
1002962,4207
1002963,4208
1002964,4209
1002965,4210
1002966,4211
1002967,4212
1002968,4213
1002969,4214
1002970,4215
1002971,4216
1002972,4217
1002973,4218
1002974,4219
1002975,4220
1002976,4221
1002977,4222
1002978,4223
1002979,4224
1002980,4225
1002981,4226
1002982,4227
1002983,4228
1002984,4229
1002985,4230
1002986,4231
1002987,4232
1002988,4233
1002989,4234
1002990,4235
1002991,4236
1002992,4237
1002993,4238
1002994,4239
1002995,4240
1002996,4241
1002997,4242
1002998,4243
1002999,4244
1003000,4245
1003001,4246
1003002,4247
1003003,4248
1003004,4249
1003005,4250
1003006,4251
1003007,4252
1003008,4253
1003009,4254
1003010,4255
1003011,2233
1003012,4256
1003013,4257
1003014,4258
1003015,4259
1003016,4260
1003017,4261
1003018,4262
1003019,4263
1003020,4264
1003021,4265
1003022,4266
1003023,2342
1003024,4267
1003025,4268
1003026,2286
1003027,4269
1003028,4270
1003029,4271
1003030,4272
1003031,4273
1003032,4274
1003033,4275
1003034,4276
1003035,4277
1003036,4278
1003037,4279
1003038,4280
1003039,4281
1003040,4282
1003041,4283
1003042,4284
1003043,4285
1003044,2228
1003045,4286
1003046,4287
1003047,4288
1003048,4289
1003049,4290
1003050,4291
1003051,4292
1003052,2207
1003053,4293
1003054,4294
1003055,4295
1003056,4296
1003057,4297
1003058,4298
1003059,4299
1003060,4300
1003061,4301
1003062,4302
1003063,4303
1003064,4304
1003065,4305
1003066,4306
1003067,4307
1003068,4308
1003069,4309
1003070,4310
1003071,4311
1003072,4312
1003073,4313
1003074,4314
1003075,4315
1003076,4316
1003077,4317
1003078,4318
1003079,4319
1003080,4320
1003081,4321
1003082,4322
1003083,4323
1003084,4324
1003085,4325
1003086,4326
1003087,4327
1003088,4328
1003089,4329
1003090,4330
1003091,4331
1003092,4332
1003093,4333
1003094,4334
1003095,4335
1003096,4336
1003097,4337
1003098,4338
1003099,1012
1003100,4339
1003101,4340
1003102,4341
1003103,4342
1003104,4343
1003105,4344
1003106,4345
1003107,4346
1003108,4347
1003109,4348
1003110,4349
1003111,4350
1003112,4351
1003113,4352
1003114,4353
1003115,4354
1003116,4355
1003117,4356
1003118,4357
1003119,4358
1003120,4359
1003121,4360
1003122,4361
1003123,4362
1003124,4363
1003125,4364
1003126,4365
1003127,4366
1003128,4367
1003129,4368
1003130,4369
1003131,4370
1003132,4371
1003133,4372
1003134,4373
1003135,4374
1003136,4375
1003137,4376
1003138,4377
1003139,4378
1003140,4379
1003141,4380
1003142,4381
1003143,4382
1003144,4383
1003145,4384
1003146,4385
1003147,4386
1003148,4387
1003149,4388
1003150,4389
1003151,4390
1003152,4391
1003153,4392
1003154,4393
1003155,4394
1003156,4395
1003157,2152
1003158,4396
1003159,4397
1003160,4398
1003161,4399
1003162,4400
1003163,4401
1003164,4402
1003165,4403
1003166,4404
1003167,4405
1003168,4406
1003169,4407
1003170,4408
1003171,4409
1003172,4410
1003173,4411
1003174,4412
1003175,4413
1003176,4414
1003177,4415
1003178,4416
1003179,4417
1003180,4418
1003181,4419
1003182,4420
1003183,4421
1003184,4422
1003185,4423
1003186,4424
1003187,4425
1003188,4426
1003189,4427
1003190,4428
1003191,4429
1003192,4430
1003193,4431
1003194,4432
1003195,4433
1003196,4434
1003197,4435
1003198,4436
1003199,4437
1003200,4438
1003201,4439
1003202,4440
1003203,4441
1003204,4442
1003205,4443
1003206,4444
1003207,4445
1003208,4446
1003209,4447
1003210,4448
1003211,4449
1003212,4450
1003213,4451
1003214,4452
1003215,4453
1003216,4454
1003217,4455
1003218,4456
1003219,4457
1003220,4458
1003221,4459
1003222,4460
1003223,5648
1003224,5649
1003225,5650
1003226,1649
1003227,1720
1003228,1347
1003229,1513
1003230,5651
1003231,5652
1003232,5653
1003233,5654
1003234,5655
1003235,1602
1003236,5656
1003237,5657
1003238,5658
1003239,1603
1003240,5659
1003241,5660
1003242,5661
1003243,5662
1003244,5663
1003245,5664
1003246,5665
1003247,5666
1003248,1361
1003249,5667
1003250,5668
1003251,5669
1003252,5670
1003253,5671
1003254,1648
1003255,5672
1003256,5673
1003257,5674
1003258,5675
1003259,5676
1003260,5677
1003261,5678
1003262,5679
1003263,2401
1003264,2402
1003265,5680
1003266,5681
1003267,5682
1003268,5683
1003269,5684
1003270,5685
1003271,1363
1003272,5686
1003273,1633
1003274,5687
1003275,5688
1003276,5689
1003277,1623
1003278,5690
1003279,5691
1003280,5692
1003281,5693
1003282,5694
1003283,1642
1003284,5695
1003285,5696
1003286,1766
1003287,5697
1003288,1641
1003289,5698
1003290,1322
1003291,1325
1003292,5699
1003293,2287
1003294,5700
1003295,1640
1003296,5701
1003297,5702
1003298,5703
1003299,1821
1003300,5704
1003301,5705
1003302,5706
1003303,5707
1003304,5708
1003305,1754
1003306,5709
1003307,2222
1003308,5710
1003309,1756
1003310,5711
1003311,5712
1003312,1761
1003313,1331
1003314,5713
1003315,1332
1003316,1776
1003317,5714
1003318,1762
1003319,1760
1003320,5715
1003321,1645
1003322,5716
1003323,5717
1003324,5718
1003325,5719
1003326,5720
1003327,1341
1003328,5721
1003329,1316
1003330,5722
1003331,1767
1003332,1820
1003333,5723
1003334,1319
1003335,5724
1003336,1321
1003337,1421
1003338,1318
1003339,5725
1003340,5726
1003341,5727
1003342,1601
1003343,5728
1003344,5729
1003345,5730
1003346,1352
1003347,5731
1003348,5732
1003349,5733
1003350,5734
1003351,1350
1003352,5735
1003353,1317
1003354,1635
1003355,5736
1003356,1600
1003357,1636
1003358,5737
1003359,5738
1003360,5739
1003361,5740
1003362,1646
1003363,1315
1003364,1430
1003365,5741
1003366,1793
1003367,5742
1003368,5743
1003369,5744
1003370,5745
1003371,1643
1003372,1786
1003373,1388
1003374,5746
1003375,5747
1003376,5748
1003377,5749
1003378,1327
1003379,5750
1003380,1328
1003381,1473
1003382,5751
1003383,5614
1003384,5752
1003385,5753
1003386,5754
1003387,5755
1003388,1326
1003389,5756
1003390,5757
1003391,1320
1003392,5758
1003393,5759
1003394,1351
1003395,5760
1003396,1644
1003397,2376
1003398,5761
1003399,5456
1003400,5762
1003401,1324
1003402,5763
1003403,1743
1003404,5764
1003405,5765
1003406,5766
1003407,5767
1003408,5768
1003409,5769
1003410,5770
1003411,5449
1003412,1434
1003413,5771
1003414,5453
1003415,5772
1003416,5773
1003417,5774
1003418,5775
1003419,5776
1003420,5777
1003421,5778
1003422,5779
1003423,5780
1003424,5781
1003425,5782
1003426,5783
1003427,5784
1003428,5785
1003429,5786
1003430,5787
1003431,5788
1003432,5789
1003433,5790
1003434,5791
1003435,5792
1003436,5793
1003437,1362
1003438,1344
1003439,5794
1003440,5795
1003441,5796
1003442,5797
1003443,5798
1003444,5799
1003445,1345
1003446,5800
1003447,1346
1003448,5801
1003449,1639
1003450,5802
1003451,1736
1003452,5803
1003453,5804
1003454,1309
1003455,5805
1003456,1737
1003457,5806
1003458,1333
1003459,1339
1003460,5807
1003461,5492
1003462,5808
1003463,5809
1003464,5810
1003465,5811
1003466,5812
1003467,5813
1003468,1323
1003469,5814
1003470,5815
1003471,5816
1003472,5817
1003473,5818
1003474,5819
1003475,1308
1003476,5608
1003477,5820
1003478,5821
1003479,5822
1003480,1621
1003481,1620
1003482,5823
1003483,1310
1003484,1435
1003485,5824
1003486,1771
1003487,5825
1003488,1721
1003489,5826
1003490,5827
1003491,1314
1003492,5828
1003493,5829
1003494,5830
1003495,5831
1003496,5832
1003497,5833
1003498,5834
1003499,5835
1003500,5836
1003501,5837
1003502,5838
1003503,1637
1003504,1504
1003505,5839
1003506,1746
1003507,5840
1003508,5841
1003509,1629
1003510,2377
1003511,5842
1003512,2259
1003513,5843
1003514,5844
1003515,1630
1003516,5845
1003517,1359
1003518,1738
1003519,5846
1003520,5847
1003521,5848
1003522,5849
1003523,5850
1003524,5851
1003525,5852
1003526,1628
1003527,5853
1003528,5854
1003529,1336
1003530,1358
1003531,5855
1003532,5856
1003533,2223
1003534,5857
1003535,1638
1003536,1387
1003537,1330
1003538,5858
1003539,1618
1003540,1329
1003541,5859
1003542,1354
1003543,1360
1003544,5860
1003545,1389
1003546,1785
1003547,5861
1003548,5862
1003549,1427
1003550,5863
1003551,5864
1003552,1390
1003553,5865
1003554,5866
1003555,1426
1003556,5867
1003557,1342
1003558,1508
1003559,1619
1003560,5868
1003561,1385
1003562,5869
1003563,5870
1003564,5871
1003565,5872
1003566,5873
1003567,5874
1003568,5875
1003569,1627
1003570,5876
1003571,5877
1003572,1436
1003573,1353
1003574,5878
1003575,5879
1003576,5880
1003577,5881
1003578,5882
1003579,5883
1003580,5476
1003581,5884
1003582,1751
1003583,1775
1003584,1759
1003585,5885
1003586,1340
1003587,1802
1003588,5886
1003589,1801
1003590,5887
1003591,5888
1003592,1461
1003593,5466
1003594,1349
1003595,5889
1003596,5890
1003597,5891
1003598,5892
1003599,5893
1003600,5894
1003601,1356
1003602,5621
1003603,5607
1003604,5895
1003605,5896
1003606,5612
1003607,5897
1003608,1722
1003609,5898
1003610,5899
1003611,5900
1003612,5901
1003613,5616
1003614,5902
1003615,5903
1003616,5904
1003617,5905
1003618,5906
1003619,5907
1003620,1377
1003621,5908
1003622,5909
1003623,5910
1003624,5911
1003625,5912
1003626,1364
1003627,5913
1003628,5914
1003629,5915
1003630,5916
1003631,5917
1003632,2224
1003633,5918
1003634,5919
1003635,5920
1003636,5921
1003637,1369
1003638,5922
1003639,1726
1003640,1626
1003641,5923
1003642,5924
1003643,5925
1003644,1744
1003645,1355
1003646,5926
1003647,5927
1003648,5928
1003649,5929
1003650,5930
1003651,5931
1003652,2225
1003653,5932
1003654,5933
1003655,2378
1003656,5934
1003657,5935
1003658,5936
1003659,1420
1003660,2379
1003661,5937
1003662,1624
1003663,1366
10036630,24886
1003664,1625
1003665,1822
1003666,1741
1003667,5938
1003668,1337
1003669,5939
1003670,1634
1003671,5940
1003672,5941
1003673,5942
1003674,5943
1003675,5944
1003676,5945
1003677,5946
1003678,2343
1003679,1742
1003680,1313
1003681,1622
1003682,5947
1003683,5948
1003684,5949
1003685,5950
1003686,5951
1003687,5952
1003688,1386
1003689,5953
1003690,5954
1003691,5955
1003692,5956
1003693,5957
1003694,5958
1003695,5959
1003696,5960
1003697,5961
1003698,5962
1003699,5623
1003700,5963
1003701,1334
1003702,5964
1003703,5965
1003704,5966
1003705,5967
1003706,5968
1003707,1343
1003708,5610
1003709,1335
1003710,5969
1003711,5970
1003712,5971
1003713,5972
1003714,5973
1003715,5974
1003716,1370
1003717,1374
1003718,5975
1003719,5976
1003720,5977
1003721,5978
1003722,5979
1003723,5606
1003724,1338
1003725,1368
1003726,5605
1003727,5620
1003728,2226
1003729,5980
1003730,5981
1003731,5982
1003732,5983
1003733,5625
1003734,5984
1003735,5985
1003736,5986
1003737,1423
1003738,5987
1003739,5988
1003740,5989
1003741,5990
1003742,5991
1003743,5992
1003744,5993
1003745,5994
1003746,5995
1003747,1348
1003748,5996
1003749,5997
1003750,5998
1003751,5999
1003752,6000
1003753,6001
1003754,6002
1003755,1384
1003756,1379
1003757,1365
1003758,6003
1003759,6004
1003760,1782
1003761,6005
1003762,6006
1003763,6007
1003764,6008
1003765,6009
1003766,6010
1003767,5613
1003768,6011
1003769,1376
1003770,6012
1003771,6013
1003772,6014
1003773,5611
1003774,1631
1003775,6015
1003776,6016
1003777,6017
1003778,6018
1003779,6019
1003780,6020
1003781,6021
1003782,6022
1003783,6023
1003784,6024
1003785,1514
1003786,5609
1003787,1515
1003788,6025
1003789,5624
1003790,6026
1003791,6027
1003792,1357
1003793,6028
1003794,6029
1003795,6030
1003796,6031
1003797,1375
1003798,6032
1003799,6033
1003800,6034
1003801,6035
1003802,6036
1003803,6037
1003804,6038
1003805,1429
1003806,6039
1003807,2260
1003808,6040
1003809,6041
1003810,2323
1003811,6042
1003812,1632
1003813,6043
1003814,6044
1003815,6045
1003816,6046
1003817,6047
1003818,6048
1003819,6049
1003820,6050
1003821,6051
1003822,2399
1003823,6052
1003824,6053
1003825,6054
1003826,6055
1003827,6056
1003828,6057
1003829,6058
1003830,1312
1003831,6059
1003832,6060
1003833,6061
1003834,6062
1003835,6063
1003836,1755
1003837,5622
1003838,6064
1003839,6065
1003840,1769
1003841,1773
1003842,6066
1003843,6067
1003844,1752
1003845,1770
1003846,6068
1003847,6069
1003848,1750
1003849,6070
1003850,6071
1003851,6072
1003852,6073
1003853,1372
1003854,6074
1003855,6075
1003856,6076
1003857,1373
1003858,6077
1003859,1516
1003860,6078
1003861,6079
1003862,6080
1003863,5452
1003864,6081
1003865,1431
1003866,6082
1003867,6083
1003868,6084
1003869,6085
1003870,6086
1003871,1380
1003872,1725
1003873,6087
1003874,6088
1003875,6089
1003876,6090
1003877,1382
1003878,6091
1003879,6092
1003880,1828
1003881,6093
1003882,6094
1003883,6095
1003884,6096
1003885,6097
1003886,6098
1003887,6099
1003888,6100
1003889,6101
1003890,5426
1003891,6102
1003892,1794
1003893,6103
1003894,1772
1003895,6104
1003896,6105
1003897,1433
1003898,6106
1003899,1425
1003900,1424
1003901,1381
1003902,6107
1003903,6108
1003904,6109
1003905,6110
1003906,6111
1003907,6112
1003908,5617
1003909,6113
1003910,6114
1003911,1763
1003912,6115
1003913,1367
1003914,6116
1003915,6117
1003916,1753
1003917,1787
1003918,1764
1003919,6118
1003920,1311
1003921,6119
1003922,6120
1003923,6121
1003924,6122
1003925,6123
1003926,2405
1003927,6124
1003928,6125
1003929,6126
1003930,5618
1003931,6127
1003932,6128
1003933,1826
1003934,6129
1003935,6130
1003936,6131
1003937,6132
1003938,1734
1003939,6133
1003940,6134
1003941,1392
1003942,1518
1003943,1730
1003944,1393
1003945,6135
1003946,6136
1003947,1517
1003948,1422
1003949,1735
1003950,1371
1003951,5408
1003952,5410
1003953,6137
1003954,1383
1003955,6138
1003956,6139
1003957,6140
1003958,1428
1003959,6141
1003960,6142
1003961,6143
1003962,6144
1003963,6145
1003964,6146
1003965,6147
1003966,6148
1003967,6149
1003968,1378
1003969,6150
1003970,6151
1003971,6152
1003972,6153
1003973,6154
1003974,6155
1003975,6156
1003976,6157
1003977,6158
1003978,6159
1003979,1647
1003980,1432
1003981,1768
1003982,5412
1003983,1745
1003984,6160
1003985,6161
1003986,6162
1003987,6163
1003988,6164
1003989,6165
1003990,6166
1003991,1783
1003992,2264
1003993,6167
1003994,5604
1003995,6168
